Timestamps,Comments,VADER Compound,AFINN Score,TextBlob Polarity
2023-11-01T13:37:56Z,He could of just said his real name was a nickname cause he always gives his mates lifts,0,0,0.2
2023-11-01T13:27:06Z,"I stopped shopping with Amazon about 2 yrs ago. I asked for them to close my account and delete my data, they still haven't done it despite sending me an email to say they would. I don't miss shopping Amazon, much prefer to give my money locally. If more or all of us did it, there would be no Amazon culture.",0.1139,-4,0.35
2023-11-01T13:09:18Z,good effort,0.4404,3,0.7
2023-11-01T13:05:36Z,Holy cow it's Georgio Peviani,0,0,-0.133333333
2023-11-01T12:36:06Z,"I don't care what your situation, I blame the workers and I will tell you why.....they do it!! they put up with it. The only way this will end is if people don't work for them! Simple! Walk out. There will be no Amazon without workers. Unions don't work, but workers getting up and walking out DOES! This is what happens across the board with everything in life, including Covid recently. They only get away with stuff if we, the people, let them. WE HAVE THE POWER, but people are too attached to their material goods to look at the long term picture. If we were brave ...two weeks of walking out in any scenario would sort this out.",0.4284,1,0.125
2023-11-01T12:10:30Z,no smoking gun here tbh. There is no obligatory to work in Amazon in first place 🤣 My partner did work for few years there in Amazon UK and no issues but he did work not like others who expect special treatment everywhere they go,-0.2299,-2,0.135714286
2023-11-01T12:02:03Z,"DO DPD... please.

They lost my parcel £200",-0.3182,-2,0
2023-11-01T12:00:08Z,"Wow a few years back I nearly applied for a job with Amazon. A quick Google later, I found that it's a horrendous place to work. From the start your treated like a prisoner. Shifts are long and fast paced for 10hrs straight. No unplanned breaks (toilet). Your break starts at the workstation then the a 5-10min walk to break room is part of the break. If you have 30min u have more like 10-20. People skip breaks to make up time on work loads for fear of being fired. Same on the way back. They watch you continuosly and have warnings popping up saying your going to slow. Then there's the simple fact that no matter what you do, if you under perform a few times your out the door and in comes the next victim. I wonder why these places are largely staffed with foreign work force? Because they don't know any better conditions. From Coventry union ""failing"" (sabataged by Amazon) to America's ""we are not robots"" walkouts, the company can not be stopped. It's appalling here in the UK the government doesn't intervene to correct this workplace.",-0.9395,-12,0.037012987
2023-11-01T11:51:19Z,Also in addition .. Just because your'e horrendous operation is on British Turf Does Not Make it Your land to exploit workers on a SLAVE labour Operation it is however a Rented Piece of Land by Our Kingdom . You Slavers ... Your Slaves  ( Workers) Can't even take a PISS !!!,-0.4482,-15,0
2023-11-01T11:39:13Z,"I'm only 18 mins in & it is just Hideous.... People have a Right to Work but What about Workers Rights ?? not in these draconian conditions. A serious Piss Factory Employer. It's worse than victorian Britain Work houses the mines & kids up chimneys. Where does this story end ?.  Road Tax 4 Roads & companies who trade slavery with offshore accounts swerving millions should be held to account & Not just Amazon, Ooblah B. Hood get a Bow & Arrows lol",-0.9316,-10,0.07047619
2023-11-01T11:05:41Z,"I guarantee that everyone in the comments screeching that Amazon are basically worse than the NatSocs of 30's Germany, will continue to enjoy the cost and convenience and will be boycotting no one. LOL",0.1779,0,0.266666667
2023-11-01T10:49:37Z,In a nutshell don't work for Amazon with their slave conditions policy. this company is a disgrace treating its workforce with zero respect. its founder is obviously a clown 🤡,-0.1576,-3,0
2023-11-01T10:17:40Z,Love this guy,0.6369,3,0.5
2023-11-01T09:44:06Z,"I agree with some of the work done here, but what he has overlooked is that Amazon is a marketplace for sellers and Amazon themselves only sell a very small percentage of their own products on the site. By ordering and returning a 'faulty' product, it would have been at the expense of a real business selling via Amazon. The seller would be unable to relist buckets of sand (Amazon still take their fees for selling on the marketplace). Ergo, he has ripped off a small business owner and the liability to Amazon is negative (as they still take their fees). They are always 10 steps ahead.",-0.3291,-4,-0.082142857
2023-11-01T09:41:15Z,Oobah is such a legend....how on earth do you get away with it time and time again?!?! 🤣,0,0,0
2023-11-01T09:12:57Z,"It's ok Amazon saying that drivers get a reminder to take breaks but when delivery volume is so high a small break of 10 minutes would have someone calling you saying you are behind, it's a joke. Pre-pandemic you would have days were you would have lower volumes than others whereas now every day is now as busy as Xmas day",0.2382,2,0.022
2023-11-01T07:54:07Z,"I’ve worked for amazon multiple times over a 14 year period- when they first opened in Swansea wales it was packed and busy like you wouldn’t believe- and very strict on things like toilet break lengths, taking your belt shoes gloves off and wanded and had to walk through security gates- could never get to the canteen in time for breaks and lunch and you literally were treated as disposable assets- they knew they’d fill that vacancy no problem at all, agencies who I worked for were always later or under on the pay and a load came and went - then the last time I worked there I was in ICQA department and you could walk around the pick tower and the lights would be all off as nobody had walked in that area for ages - the trollies were smaller and the numbers were down to teams of 25 ish - the high value cage had long gone years before and the ground floor which used to have row upon row of clothes and shoes shelves and millions of pairs that was massively reduced to a few shelves - the high storage area which you had to speak to someone to get into because of the forklifts etc now we’re just open and nobody checking you like they used to, security was practically non existent- funnily enough a load of security were fired for smuggling out 50” TVs and passing them out of a gap on the big doors- and the trainer in ICQA was a long term employee and around 67 years old and he reeked of booze and had an alcoholic nose - and on my rounds I’d find empty booze bottles fully drunk and chocolates eaten etc 😂 last stint there was couple years ago and for the whole of January we ended up spending 75% of our time making boxes for the high storage area - then released with the white letter of bugger off - targets there were hard and you felt so depressed after a few weeks - I’d just count it down each day by doing it mentally in two hour intervals- 2 hrs then break then 2hrs then lunch and fag etc - I remember the lifts for the trollies but when I was last there it had been out of use for ages and just used the bigger proper lifts- walking about hardly seeing anyone on a shift is so weird having known it from its busy start all those years ago - but met some good mates from it and it’s pay when you actually got it was a good bit more than many places I’ve worked - and the last two weeks were good pay for a single guy back years ago - was hard work there for damn sure but I’ve had it worse in other jobs I’ve done so it’s hard to know exactly how I think of Amazon - 50/50 good and bad experience",-0.4076,-10,0.023065289
2023-11-01T06:56:48Z,31:49…. The majority of stabbing are from kitchen knives taken from their mums kitchen,0,0,-0.6
2023-11-01T06:50:19Z,Every delivery driver has to piss in a bottle nothing new.,-0.4019,-4,0.136363636
2023-11-01T06:40:55Z,Why is that song by police going through my head😅,0,0,0
2023-11-01T06:37:55Z,I worked for trespass for a day. It was the exact same. Their factory has a sweat shop too. Toilets were most disgusting thing ive ever seen,-0.5709,-3,-0.0625
2023-11-01T06:31:35Z,"10:21 oh please I’ve spent my entire work career on my feet as a metal fabricator lugging around metal 100times heavier than the small boxes they deal with..
Soft lazy Bame inbreds",-0.0516,0,-0.15
2023-11-01T06:26:25Z,7:10 When your hire lots of Bame people you know you need at least 3 searches on the way out 😂,0,0,-0.3
2023-11-01T04:52:43Z,Really should have called the drink Prime Piss,-0.4019,-4,0.2
2023-11-01T04:44:00Z,Hiring hundreds of new workers just to outnumber a union being formed is fucking diabolical.,0,-4,-0.231818182
2023-11-01T04:38:04Z,In the 80s and 90s we called this hard work.  Good to see strong security standards. As an empoyer I took alot of positives form this video and will be implementing them. Thank you for the insight.,0.9186,6,0.280555556
2023-11-01T04:05:34Z,So much piss,-0.4549,-4,0.2
2023-11-01T03:55:20Z,"I live in Central London, and these urine 
 bottles are everywhere nowadays.. Perhaps amazon can make a pee-recycle unit. ... ?",0.1779,0,0.068181818
2023-11-01T03:29:45Z,Should be on channel 4,0,0,0
2023-11-01T03:17:23Z,Come to the uk one,0,0,0
2023-11-01T01:30:04Z,the piss bottles were a real focus but its not just down to the pressure of time but the fact trying to take a piss anywhere in public is illegal and most places that have a toilet scold you for not buying first. So pissing in a bottle is easier than having to hunt down a place or argue with staff.,-0.9674,-17,0.013194444
2023-11-01T00:52:22Z,How did he get the job with a fake name,-0.4767,-3,-0.5
2023-11-01T00:50:40Z,"Very well thought out but doesn't uploading the entire thing and admitting on camera/having  the name of the company you're ""not linked too"" in Belize basically revert all that hard work an put you back in hot water :S",0.0249,-1,0.031666667
2023-11-01T00:18:40Z,"Oobah's a bloody legendary dare devil for taking Amazon on like this, but damn he did a bloody good job at playing them at their own game & highlighting major operational flaws!!!",-0.5994,-5,0.051785714
2023-10-31T23:53:01Z,Age verification? For everything that can be considered  a 'dangerous' item? The most ridiculous idea ever. Parents should be the accountable ones if kids buy dangerous items and are harmed.Not the company!,-0.8399,-9,-0.258333333
2023-10-31T23:39:13Z,Your niece have now added 1 knife to my basket as the Alexa is near the TV! Now got to go account and delete them! 😂 Good job I did as she said buy it now seconds after!,0.4404,3,0.4
2023-10-31T23:28:27Z,"Fufillment centres are the nice ones, you should have gone for a distribution centre where they load the vans for the drivers",0.4215,3,0.6
2023-10-31T23:27:21Z,"This documentary is epitome to complaint about shit being smelly and of no fun colors. It goes something like this ""it's shit and it smells"". 
Thank you for you amazing undercover work. 👌",0.128,-5,-0.041666667
2023-10-31T22:59:33Z,Amazon employees are forced to wear the worst designed steel/carbon capped  safety boots. Employee's feet are in pain within one hour. No compromise allowed.,-0.8442,-6,-0.65
2023-10-31T22:51:09Z,The airport radiation scanners used by Amazon weren't shown in this video....used by employees at least 5 times a day....x-ray cancer over-exposure.,-0.5719,-1,-0.3
2023-10-31T22:50:34Z,"People are humans FFS and we only have the government to blame for this.

They can easily add to Health and safety regulations. Toilet breaks, sitting 5 every 45 minutes work, the maximum temperature to work in as there's only a low temperature.

Shouldn't have to be added to legislation as its common sense but clearly cooperations are tacking the piss as much as toilet breaks FFS",-0.8047,-4,0.020833333
2023-10-31T22:35:33Z,"Just a small thing but man, the use of the video game style ""depictions"" of him were great lmao 
Liking the format so far",0.9481,9,0.17
2023-10-31T22:26:56Z,"World's largest profit seeking corporation claims they don't exploit workers. 

With the union vote, even if they deny it, it's obvious they're union busting. 

Politicians clearly do not care about regular people else this kind of issue would not exist. 

The riches ""system"" is not in our favour. It never has been, we need to resist. 

Join a union folks. Fight back. Fight for your worth not someone else's.",-0.6613,4,0.141666667
2023-10-31T22:01:08Z,That piss drink almost sounds a bit like something Nestle would do today,-0.1189,-2,0
2023-10-31T21:15:53Z,"Pi___ of sh...'no place breeding ground of terror_ist s_cams job agency cov_id cameras . Documentaries more l_ educate thx...
(Al)",-0.8591,-5,0.5
2023-10-31T21:01:10Z,Amazon need to be closed down...forever!!,0.1779,0,-0.1
2023-10-31T21:00:06Z,"I am a massive advocate of, if the employer doesn't treat you right... LEAVE!
A high turnover of staff will hit them hard.

They have to pay more to attract more staff, the new staff they have are slower and less competent, this means hiring more staff for the same output.
It also means they will get to a point where they struggle to fill jobs...

All this will hit them harder than unions.


I also think it's abhorrent that they can use tax ""loopholes"" despite being so large an employer and having so many customers.
These loopholes need closing... you do X amount of business in the UK, you should be UK registered and all transactions in GBP.


Don't get me started on allowing children to buy dangerous products because they can simply ask a smart speaker and have it put through the door 🤬",-0.6881,-5,0.114351923
2023-10-31T20:52:07Z,"I am going to return a 12KG kettlebell to Amazon tomorrow, via Evri/Hermes, that was damaged when I received it, so the returns info was interesting, particularly the fact that they just weigh the item. Also, I work for a charity that is sent Amazon returns on palettes to sell in our shops. I have personally bought some perfectly good items from those deliveries, like a full set of stainless steel saucepans worth around £100, for which I paid £10. I get the impression they never resell any returns, so we have to inspect the items we receive to work out if they are faulty/damaged or just unwanted and suitable for us to sell.",0.9382,9,0.345833333
2023-10-31T20:26:39Z,"Several years ago, I was asked to sign a petition about the way Amazon treated its workers. I decided instead of signing that petition, I would NEVER DO BUSINESS WITH AMAZON AGAIN.",0.34,0,0
2023-10-31T20:15:06Z,"I did six years in factories and during COVID had to go back in and took a job with Amazon.  It was the best factory job I've ever had.  Management were decent, walking around handing out bottles of water etc, free food vans twice a week, t-shirts etc etc.  They didn't mess anyone around on hours awarded, and they got rid of the slackers right away. 

I worked there for six weeks and earned £6,000.  If I'd have been 19 I'd have stayed.

EDIT: The managers also let us have headphones on the sly, and played music in the factory.  They were sound.  I'm not sure if it's because they were mostly African/Polish because my experience with British in these sorts of roles is that they like to bully employees with nonsensical rules...",0.9144,5,0.232738095
2023-10-31T19:48:22Z,"29:46 Damn you, you just added ""uhhh lemonade"" to my shopping list (yes, that's exactly what it listed). I only have a small flat but I have THREE different Echo devices (Echo Input, Echo Studio and Echo Show 8) and each uses a different wake word, cos they are within earshot of each other (""Alexa"", ""Computer"" and ""Echo"").

I buy SOOOO much stuff from Amazon. Everything from my 4K TV to dental floss. In fact, recently I think I've been ordering something on most days, both for home and work. It's so addictive that you can shop late and night, and even on your phone when you are out, and get most things delivered for free the next day. I have recently bought two different very sharp kitchen knives and I did have to give my year of birth, which they had to enter on their handset, but only for one did they ask to actually see my ID (I am 58 though).

Also, I have worked as a delivery driver in before (but not for Amazon), and pissing in bottles is a pretty common thing. I actually bought one of those bottles for camping with a wide top (bought from Amazon, of course) and would empty it out at the side of the road. It's one of the reasons you don't get many women drivers, although you can now get bottles that are especially designed for women.

My sister and her husband have refused to use Amazon for a few years now, and I guess this kind of stuff is the reason why.",0.8625,-3,0.07125
2023-10-31T19:39:35Z,I love this guy,0.6369,3,0.5
2023-10-31T18:46:32Z,"If after this you still buy from Amazon, then you are an accomplice to what they are doing, that's a strong deterrent for me against giving them any more of my money.",0.7506,0,0.466666667
2023-10-31T18:45:17Z,"10/10 documentary, look forward to more from Oobah",0,0,0.25
2023-10-31T18:39:18Z,"Weird looking lad, is he Alexander Boris de Johnson Pfeffel 's son?",-0.1779,-2,-0.5
2023-10-31T18:27:05Z,"Went to my son’s house this morning , he is a stroke survivor and not able to get to a door .   When I arrived it was pouring with rain and Amazon deliverer had left a parcel outside his door on the ground , it was soaked.",0.4939,2,-0.083333333
2023-10-31T17:59:23Z,"So Amazon's defense is ""look at how bad other companies are. See, we're not that bad""",-0.766,-6,-0.508333333
2023-10-31T17:38:48Z,Ok so the drivers wee in plastic bottles but what if they need a poo?   What happens then?  This is a serious question btw.   Absolutely inhumane how Amazon threat employees.,-0.4596,-2,-0.244444444
2023-10-31T17:33:18Z,"god you got that dude with bottles fired. you show box numbers on van, amazon can trace matching numbers to find car and person. blur everything next time. and better dont work for that slave camp",0.2732,-2,0.25
